Vibration_X,Vibration_Y,Vibration_Z,Acoustic_Level,Temperature,Fault_Type_Encoded,Fault_Type_Label
0.8956431,0.77944994,0.67328614,75.16919,74.272385,0,Bearing Fault
0.63049364,0.96440613,0.8125244,77.21262,76.79611,0,Bearing Fault
0.74160135,0.9948785,0.7648023,62.30446,85.00774,0,Bearing Fault
0.8521244,0.7451801,0.72236097,81.54498,74.071495,0,Bearing Fault
0.7050696,1.0150464,0.7947573,73.60523,77.41838,0,Bearing Fault
0.7368309,1.0189613,0.8753753,77.39004,76.15674,0,Bearing Fault
0.7408921,0.9521827,0.77700984,74.12668,74.44057,0,Bearing Fault
0.85505235,0.90006644,0.688149,61.039787,75.89679,0,Bearing Fault
0.9337007,0.7109513,0.718308,68.83911,75.40803,0,Bearing Fault
0.62916386,0.8905162,0.7436273,84.497375,74.90455,0,Bearing Fault
0.7423853,0.9509983,0.7686629,75.104904,78.698074,0,Bearing Fault
0.8248055,0.8419436,0.77454734,74.060524,78.77536,0,Bearing Fault
0.6946304,0.86527914,0.8215048,61.65597,73.84402,0,Bearing Fault
0.79518914,0.9334045,0.6818151,70.06075,78.01598,0,Bearing Fault
0.5908298,0.98614836,0.844752,72.392296,74.39874,0,Bearing Fault
0.7076295,1.0130774,0.89052206,65.35633,77.88547,0,Bearing Fault
0.73697585,0.98122853,0.72049457,77.41563,77.920395,0,Bearing Fault
0.8407008,0.7810041,0.7279714,59.996765,73.025986,0,Bearing Fault
0.71899945,0.9405955,0.77307427,72.104416,78.33626,0,Bearing Fault
0.8330491,0.85161805,0.78771865,62.981747,74.92167,0,Bearing Fault
0.80751747,0.9445805,0.7706273,59.65806,77.545135,0,Bearing Fault
0.7933675,0.84867865,0.72943693,80.612335,73.41188,0,Bearing Fault
0.8817811,0.74223924,0.7881796,73.669876,73.01779,0,Bearing Fault
0.74538106,0.80561155,0.6438724,84.59161,75.32415,0,Bearing Fault
0.681635,0.8504734,0.84233403,55.764187,74.98865,0,Bearing Fault
0.7007435,0.99268913,0.6836213,84.578476,76.627716,0,Bearing Fault
0.80553746,0.8676009,0.63227046,87.775406,73.10126,0,Bearing Fault
0.7912904,0.99027663,0.7781088,67.86386,79.47143,0,Bearing Fault
0.7954285,0.82086945,0.6619988,70.31155,72.49848,0,Bearing Fault
0.79304713,1.0923496,0.8089291,59.689667,78.95098,0,Bearing Fault
0.9659097,0.80013245,0.78105116,61.60386,75.56934,0,Bearing Fault
0.7515437,1.0152104,0.68540084,82.92133,75.43475,0,Bearing Fault
0.7517763,1.013019,0.90793616,71.00017,76.71819,0,Bearing Fault
0.8008233,0.93788916,0.62062603,79.45663,75.88674,0,Bearing Fault
0.748738,0.7693661,0.6378947,83.02203,72.0111,0,Bearing Fault
0.78452456,0.9680013,0.64788944,86.14252,75.762955,0,Bearing Fault
0.83145994,0.86007977,0.68025404,77.62989,77.37902,0,Bearing Fault
0.9107717,0.76606685,0.7797967,62.393764,74.90111,0,Bearing Fault
0.8929662,1.125049,0.7423438,76.251526,76.18251,0,Bearing Fault
0.7885734,1.0401344,0.80602735,75.29189,75.537315,0,Bearing Fault
0.66795826,0.9256486,0.9058755,67.20079,72.83017,0,Bearing Fault
0.8622823,0.65807563,0.68903416,50.23713,75.00826,0,Bearing Fault
0.84174716,0.8995025,0.62480235,65.429695,76.94799,0,Bearing Fault
0.83381873,1.0257022,0.8866561,75.38618,77.935715,0,Bearing Fault
0.90685284,1.0216,0.7675349,72.23744,76.75436,0,Bearing Fault
0.8576989,0.9276882,0.80685824,57.98256,73.76379,0,Bearing Fault
0.6338834,0.8044112,0.77144617,72.43308,72.39004,0,Bearing Fault
0.66619927,0.8244887,0.70868254,81.15502,74.96205,0,Bearing Fault
0.7509382,0.94564736,0.8609164,69.14177,75.95036,0,Bearing Fault
0.6866436,0.9772232,0.93666875,62.817455,75.04805,0,Bearing Fault
0.7607559,0.9023805,0.81893307,74.25245,75.16087,0,Bearing Fault
0.61946756,0.8256251,0.90354604,63.926983,76.60639,0,Bearing Fault
0.7687255,1.0153404,0.74332815,87.253525,76.28877,0,Bearing Fault
0.86910045,0.84904027,0.6982553,65.87948,75.54927,0,Bearing Fault
0.7579987,0.97509956,0.82331777,78.55536,74.33067,0,Bearing Fault
0.7216326,0.8144695,0.7313736,82.98381,73.91636,0,Bearing Fault
0.81752723,0.7971868,0.71576184,64.46413,77.5644,0,Bearing Fault
0.9063231,0.7799252,0.6740156,71.81963,77.009186,0,Bearing Fault
0.91597795,0.9494951,0.5777905,79.32239,75.49668,0,Bearing Fault
0.8143218,0.9299464,0.77350193,69.05662,75.68295,0,Bearing Fault
0.86048913,0.8714739,0.7973681,66.980316,77.67532,0,Bearing Fault
0.72547513,0.972303,0.8421542,69.116295,76.819466,0,Bearing Fault
0.81336766,1.1749105,0.77441084,71.8236,81.215416,0,Bearing Fault
0.7590602,0.99157417,0.7228758,72.5178,77.12909,0,Bearing Fault
0.7103424,1.0522323,0.8159702,70.649284,78.57827,0,Bearing Fault
0.6934692,0.9170751,0.7547704,89.36673,76.78691,0,Bearing Fault
0.9077145,0.9440349,0.635423,66.85844,73.908165,0,Bearing Fault
0.7482177,0.9100556,0.82853013,68.90981,76.13329,0,Bearing Fault
0.8174992,0.8684606,0.8470822,66.859146,73.18842,0,Bearing Fault
0.8001836,0.90711963,0.6925177,68.845146,76.207664,0,Bearing Fault
0.79211175,0.77668643,0.8125507,72.057846,75.01037,0,Bearing Fault
0.7183257,0.9330981,0.8589921,83.9758,73.39896,0,Bearing Fault
0.89624894,0.8348505,0.6909727,78.139694,77.31191,0,Bearing Fault
0.7842882,0.965766,0.728333,57.154373,79.681656,0,Bearing Fault
0.95932984,0.75894564,0.5891924,79.04374,77.3385,0,Bearing Fault
0.7634859,0.7676174,0.71591616,82.42543,75.32861,0,Bearing Fault
0.8362408,0.90174806,0.83794415,55.842793,75.88233,0,Bearing Fault
0.785055,1.0021251,0.80646586,75.524284,75.92072,0,Bearing Fault
0.9708209,0.9292772,0.71606445,67.90627,76.41734,0,Bearing Fault
0.7870492,0.7835264,0.6767919,68.09216,76.58362,0,Bearing Fault
0.78180116,0.86527044,0.7568269,71.026245,80.67883,0,Bearing Fault
0.8639912,1.0636756,0.7023343,67.44117,80.96443,0,Bearing Fault
0.78581965,0.9537568,0.90217984,68.786064,78.59874,0,Bearing Fault
0.8260747,0.8230586,0.6499358,68.911964,79.60828,0,Bearing Fault
0.8049271,0.9222142,0.7298791,67.027245,73.73524,0,Bearing Fault
0.8830729,0.9974864,0.7986654,59.7896,75.0559,0,Bearing Fault
0.7600132,0.90779793,0.91994447,51.914116,77.00955,0,Bearing Fault
0.873253,0.93632704,0.6898128,86.87949,76.28182,0,Bearing Fault
0.74513197,0.93168944,0.85523546,71.24192,73.41905,0,Bearing Fault
0.9289937,0.9263427,0.7675895,66.46327,77.20686,0,Bearing Fault
0.8152906,0.9425823,0.77614087,85.371254,73.72851,0,Bearing Fault
0.9137378,0.84268564,0.6639122,76.25258,74.85821,0,Bearing Fault
0.63343364,0.82280445,0.8542274,50.680794,74.892845,0,Bearing Fault
0.7448852,0.8541209,0.7434134,63.928825,77.81945,0,Bearing Fault
0.762567,0.76809454,0.577708,74.34269,73.22515,0,Bearing Fault
0.7075236,0.88911337,0.8175587,66.576195,72.97233,0,Bearing Fault
0.6926612,0.7219254,0.7782577,59.83169,73.5087,0,Bearing Fault
0.91273326,0.9562531,0.67020303,74.176125,75.36674,0,Bearing Fault
0.76087195,1.0110743,0.8211781,78.52298,76.57135,0,Bearing Fault
0.728991,1.0881426,0.8257255,65.58391,76.596176,0,Bearing Fault
0.826635,0.7314503,0.7139051,52.81561,74.48036,0,Bearing Fault
0.7335271,0.80523527,0.73317355,75.80498,75.33563,0,Bearing Fault
0.6240492,0.82573503,0.83833396,73.67755,76.870186,0,Bearing Fault
0.86640096,0.7265927,0.7407909,72.0639,73.5443,0,Bearing Fault
0.7989284,0.8473655,0.62029856,73.70202,76.66976,0,Bearing Fault
0.8385738,0.96851116,0.77007866,72.83355,76.925964,0,Bearing Fault
0.86505485,0.77804863,0.8545583,54.363327,73.42119,0,Bearing Fault
0.7045434,0.9568142,0.7941949,82.79142,74.63591,0,Bearing Fault
0.8912601,0.85170215,0.714154,65.230606,75.25734,0,Bearing Fault
0.8718638,0.8704868,0.51337886,81.41421,74.818436,0,Bearing Fault
0.8041662,1.0106494,0.7571765,57.628323,76.86421,0,Bearing Fault
0.98987234,0.8500398,0.7813277,65.15132,75.29472,0,Bearing Fault
0.85712,0.80584127,0.71897763,74.89181,73.0182,0,Bearing Fault
0.79719603,0.9239467,0.75894916,78.8678,74.26261,0,Bearing Fault
0.6954861,0.9202066,0.7569205,74.41682,77.244736,0,Bearing Fault
0.89475495,0.95711833,0.7371213,58.364975,78.13071,0,Bearing Fault
0.8428865,0.8204301,0.8135648,76.014305,76.86737,0,Bearing Fault
0.97297925,0.8663708,0.81826246,62.545055,74.33658,0,Bearing Fault
0.92571014,0.92830324,0.6346859,80.158646,80.453415,0,Bearing Fault
0.731169,0.95751554,0.76878405,75.632385,76.88036,0,Bearing Fault
0.99977094,0.9141973,0.6599242,65.6839,77.16254,0,Bearing Fault
0.7987654,0.9779829,0.6666186,81.61467,78.10035,0,Bearing Fault
0.6981983,0.89575046,0.6777473,76.743614,76.92868,0,Bearing Fault
0.78494155,0.9785468,0.7909642,85.70142,73.712776,0,Bearing Fault
0.9079792,0.83045286,0.55383086,76.84104,76.73257,0,Bearing Fault
0.73828584,0.87322736,0.8045791,76.131454,74.02104,0,Bearing Fault
0.8474345,0.9511242,0.7781736,67.35098,79.38504,0,Bearing Fault
0.8557513,0.8835558,0.55599684,59.414272,76.24299,0,Bearing Fault
0.76763356,0.8928243,0.8884346,71.63781,74.542725,0,Bearing Fault
0.719939,0.9763159,0.90093344,60.014404,75.7984,0,Bearing Fault
0.69931465,0.8423249,0.68359095,87.00667,74.07754,0,Bearing Fault
0.7671707,0.9323434,0.7357934,86.88484,73.52161,0,Bearing Fault
0.8017962,0.931715,0.7164682,72.49997,75.56616,0,Bearing Fault
0.7982784,0.890582,0.63409966,85.52631,75.71585,0,Bearing Fault
0.8045533,1.0255172,0.83255786,76.50893,76.4124,0,Bearing Fault
0.81175834,0.7609975,0.8050376,53.073666,77.34688,0,Bearing Fault
0.63778985,0.9971506,0.7655582,71.17211,81.68588,0,Bearing Fault
0.8416175,0.8401978,0.8540957,71.06553,74.40982,0,Bearing Fault
0.765848,0.9879454,0.88016796,68.59954,74.591354,0,Bearing Fault
0.78204405,1.0371699,0.67856514,76.68958,78.34601,0,Bearing Fault
0.51479053,0.50204414,0.31718558,58.709118,66.30892,1,Imbalance
0.60260004,0.50176805,0.38808197,58.60485,63.042526,1,Imbalance
0.7119957,0.5051633,0.32257676,52.389797,68.231415,1,Imbalance
0.5795138,0.47954184,0.3750418,51.27,66.75606,1,Imbalance
0.5629905,0.43826127,0.4279822,54.117622,61.154346,1,Imbalance
0.4810792,0.53408897,0.43984318,53.12137,64.46058,1,Imbalance
0.5520881,0.4136582,0.29799324,56.435875,64.57644,1,Imbalance
0.5849883,0.5270237,0.46700573,50.69194,65.765945,1,Imbalance
0.4452249,0.67239594,0.577615,52.701416,65.86126,1,Imbalance
0.49510652,0.5111904,0.42804417,60.355175,62.932594,1,Imbalance
0.43129689,0.62800777,0.61590284,46.83302,66.94555,1,Imbalance
0.56466794,0.49392387,0.39397496,61.01525,63.679913,1,Imbalance
0.48888564,0.707745,0.5686177,44.432026,67.56844,1,Imbalance
0.47168612,0.5934248,0.5531361,51.260994,66.755196,1,Imbalance
0.44205672,0.6366548,0.526556,54.375805,65.1567,1,Imbalance
0.48993355,0.47783265,0.49438345,47.823437,63.235535,1,Imbalance
0.4479909,0.64919823,0.54130936,47.49908,64.539894,1,Imbalance
0.43219435,0.64728904,0.5996842,48.221485,65.63402,1,Imbalance
0.5171956,0.6439589,0.62403864,37.511078,65.69718,1,Imbalance
0.54790574,0.47887394,0.38318864,60.35182,68.031,1,Imbalance
0.7182991,0.4958779,0.36471748,54.957474,65.576004,1,Imbalance
0.5625725,0.6611968,0.48526657,45.94874,69.3012,1,Imbalance
0.59696716,0.580852,0.35210901,50.13725,65.302284,1,Imbalance
0.5856159,0.5077205,0.5143018,42.86512,65.54718,1,Imbalance
0.45057598,0.51660377,0.4792522,51.012196,65.67958,1,Imbalance
0.46812135,0.7220317,0.6162333,47.341366,63.179928,1,Imbalance
0.552608,0.60683376,0.41925827,53.12995,65.78025,1,Imbalance
0.46268886,0.62277865,0.45375586,53.534447,63.09942,1,Imbalance
0.4948365,0.4791385,0.37673175,51.889584,63.401485,1,Imbalance
0.6015989,0.60513276,0.46369287,49.707485,63.96126,1,Imbalance
0.5028404,0.48283282,0.379876,55.446228,64.6743,1,Imbalance
0.45766935,0.5321015,0.416419,47.29655,65.31147,1,Imbalance
0.5866667,0.48641807,0.5513095,47.10072,63.687267,1,Imbalance
0.50898266,0.6056906,0.5659189,41.73579,70.10502,1,Imbalance
0.45674098,0.57178426,0.5128036,50.84806,67.68312,1,Imbalance
0.6093145,0.55227864,0.3692051,54.07638,65.35541,1,Imbalance
0.6258653,0.45508456,0.40475985,51.61718,63.041595,1,Imbalance
0.36247942,0.5117906,0.4727876,52.608665,63.60769,1,Imbalance
0.4040828,0.557938,0.55085,53.356243,62.891808,1,Imbalance
0.42591587,0.5617663,0.5173032,44.12521,66.789,1,Imbalance
0.48347944,0.5984598,0.46252325,46.223804,66.03554,1,Imbalance
0.52864254,0.639339,0.50699383,43.20735,64.06017,1,Imbalance
0.5267377,0.57346135,0.48250622,56.371147,64.063385,1,Imbalance
0.583366,0.5134632,0.40005586,48.87034,61.470863,1,Imbalance
0.47201508,0.5595323,0.4728925,50.1652,63.33205,1,Imbalance
0.47120467,0.5159407,0.38529938,48.059906,66.2414,1,Imbalance
0.5982015,0.51731056,0.42901674,56.762417,62.733295,1,Imbalance
0.48988184,0.7064662,0.54503185,44.72042,70.36616,1,Imbalance
0.42018482,0.583305,0.50750583,49.273037,61.98415,1,Imbalance
0.5806475,0.43799573,0.3136283,54.56438,65.5845,1,Imbalance
0.52303183,0.43332902,0.35352358,55.551052,67.07209,1,Imbalance
0.56846976,0.59395355,0.52035457,38.0853,66.97621,1,Imbalance
0.45493603,0.55832833,0.46825734,50.859547,61.604492,1,Imbalance
0.531176,0.51440144,0.45886028,43.85273,65.016495,1,Imbalance
0.45163023,0.60072964,0.52693707,43.400707,65.23216,1,Imbalance
0.41990906,0.5984891,0.48162237,42.74881,68.54269,1,Imbalance
0.5288937,0.45762256,0.32103667,53.429344,65.852585,1,Imbalance
0.5022798,0.6381448,0.44492778,54.40796,69.02974,1,Imbalance
0.5265487,0.62562627,0.5037133,48.723396,68.404144,1,Imbalance
0.51985234,0.5813903,0.4595836,44.836864,67.51306,1,Imbalance
0.4420322,0.6061058,0.50020087,48.9643,65.53527,1,Imbalance
0.6568912,0.5105004,0.5049757,48.26602,63.120975,1,Imbalance
0.41882187,0.5596161,0.4448002,50.160606,65.12418,1,Imbalance
0.6921504,0.5685363,0.45784703,54.73569,68.24814,1,Imbalance
0.49069905,0.515175,0.55436957,43.063244,61.75106,1,Imbalance
0.45754796,0.57382864,0.4439721,61.35784,63.691338,1,Imbalance
0.5040634,0.48299634,0.41440117,60.68181,65.21593,1,Imbalance
0.59298295,0.56224793,0.55387306,45.999928,67.52602,1,Imbalance
0.464358,0.6032739,0.49957192,52.94254,67.512024,1,Imbalance
0.48641476,0.48287013,0.4684371,48.1986,62.280975,1,Imbalance
0.4356966,0.71287996,0.53559476,51.03159,70.39394,1,Imbalance
0.47349107,0.61122864,0.41300413,52.857895,63.032738,1,Imbalance
0.45974788,0.58534026,0.5125814,50.46299,68.056725,1,Imbalance
0.5311518,0.49437496,0.33705303,49.60042,65.47489,1,Imbalance
0.5174194,0.50608593,0.40380675,53.158104,62.14973,1,Imbalance
0.6094487,0.5920888,0.4863473,47.55282,63.72882,1,Imbalance
0.56123465,0.5653535,0.35134685,55.645485,65.01285,1,Imbalance
0.44999123,0.5832683,0.48180833,54.4401,66.469635,1,Imbalance
0.49119902,0.5954554,0.5899474,43.675957,64.54763,1,Imbalance
0.5322976,0.54481906,0.6226905,48.700226,66.24021,1,Imbalance
0.46361524,0.5322378,0.41175503,52.980595,62.45606,1,Imbalance
0.39878953,0.5843207,0.4901224,51.69353,70.9845,1,Imbalance
0.50129557,0.4661394,0.5544468,48.8618,63.632687,1,Imbalance
0.5485742,0.6443817,0.43494716,53.773876,68.84513,1,Imbalance
0.57154655,0.66881156,0.44352517,51.268284,63.577976,1,Imbalance
0.4995591,0.5877501,0.4364365,43.09345,65.963745,1,Imbalance
0.5463111,0.51134926,0.5988552,50.63894,64.74882,1,Imbalance
0.4401837,0.6197109,0.5697556,42.459003,62.988445,1,Imbalance
0.6056912,0.54019046,0.5046104,46.9092,64.69413,1,Imbalance
0.46505114,0.6365924,0.6053657,43.754784,66.813995,1,Imbalance
0.6222583,0.53841555,0.43175197,45.90311,63.800365,1,Imbalance
0.44338256,0.5491107,0.40805924,55.106663,67.01807,1,Imbalance
0.4141109,0.5858813,0.51869756,45.470417,64.13606,1,Imbalance
0.6115873,0.49899003,0.529329,45.043736,64.61267,1,Imbalance
0.50636774,0.49431732,0.4329246,49.844532,60.9268,1,Imbalance
0.59824663,0.43199992,0.31986746,56.45237,63.66296,1,Imbalance
0.6854684,0.58096117,0.40347376,54.930843,65.14073,1,Imbalance
0.42927238,0.68242645,0.6249985,40.099808,68.1514,1,Imbalance
0.4806939,0.45423877,0.37594473,55.566875,65.21865,1,Imbalance
0.48950586,0.65292364,0.5421238,50.103996,68.41226,1,Imbalance
0.47338519,0.4745474,0.41759124,48.67687,64.15555,1,Imbalance
0.5579761,0.6196772,0.52936447,37.00515,66.58763,1,Imbalance
0.4955816,0.45383263,0.55288666,48.524727,66.21435,1,Imbalance
0.5665076,0.7505378,0.43147534,49.077106,70.51568,1,Imbalance
0.54253054,0.6355139,0.5073823,46.50445,63.22898,1,Imbalance
0.6188382,0.5443985,0.5221529,43.254765,63.93612,1,Imbalance
0.53280747,0.6916987,0.42271203,58.611458,66.68293,1,Imbalance
0.57658124,0.58817554,0.5199692,54.166584,67.985634,1,Imbalance
0.4202356,0.6217441,0.4173568,57.369167,65.15778,1,Imbalance
0.5475393,0.67929786,0.4484049,48.482044,66.28413,1,Imbalance
0.54710436,0.62928534,0.59046245,44.378517,66.381775,1,Imbalance
0.43735504,0.5682467,0.506561,52.544476,71.01143,1,Imbalance
0.7140791,0.6070318,0.39983878,57.75448,66.90402,1,Imbalance
0.53416204,0.5205575,0.40458697,48.022713,64.80991,1,Imbalance
0.4621439,0.5787782,0.52304834,46.51034,64.844055,1,Imbalance
0.5391618,0.49040288,0.47294998,47.247025,62.919765,1,Imbalance
0.4658837,0.5193994,0.43697542,57.715607,61.41361,1,Imbalance
0.49712148,0.53353155,0.31592226,55.25133,64.87566,1,Imbalance
0.3752988,0.58717245,0.52864206,53.883553,69.71028,1,Imbalance
0.52658355,0.55177635,0.5189862,48.38258,66.85234,1,Imbalance
0.5181408,0.6347383,0.56388634,53.782234,63.088875,1,Imbalance
0.6022674,0.57656527,0.42326066,51.334312,64.64438,1,Imbalance
0.5054379,0.5489396,0.39830625,52.954243,63.18029,1,Imbalance
